zeme,datum,pocet
Litva,2017-09-11,10.0
Polsko,2017-09-11,196.0
Španělsko,2017-09-11,56.0
Belgie,2017-09-11,14.0
Česká republika,2017-09-11,95.0
Nizozemsko,2017-09-11,22.0
Izrael,2017-09-11,45.0
Makedonie,2017-09-11,4.0
Singapur,2017-09-11,5.0
Taiwan,2017-09-11,50.0
Čína,2017-09-11,1656.0
Saúdská Arábie,2017-09-11,1.0
Vietnam,2017-09-11,13.0
Nový Zéland,2017-09-11,11.0
Ázerbájdžán,2017-09-11,20.0
Francie,2017-09-11,66.0
Rumunsko,2017-09-11,10.0
Indonésie,2017-09-11,2.0
Korejská republika,2017-09-11,40.0
Švédsko,2017-09-11,40.0
Argentina,2017-09-11,2.0
Rakousko,2017-09-11,160.0
Moldavsko,2017-09-11,10.0
Nigérie,2017-09-11,6.0
Libanon,2017-09-11,1.0
Hong Kong,2017-09-11,4.0
Gruzie,2017-09-11,2.0
Srí Lanka,2017-09-11,5.0
Egypt,2017-09-11,4.0
Tádžikistán,2017-09-11,5.0
Niue,2017-09-11,1.0
Honduras,2017-09-11,3.0
Gibraltar,2017-09-11,4.0
Gambie,2017-09-11,1.0
Aruba,2017-09-11,2.0
Německo,2017-09-12,124.0
Thajsko,2017-09-12,8.0
Kanada,2017-09-12,70.0
Portugalsko,2017-09-12,20.0
Lotyšsko,2017-09-12,9.0
Spojené státy americké,2017-09-12,595.0
Japonsko,2017-09-12,27.0
Rusko,2017-09-12,198.0
Indie,2017-09-12,6.0
Irsko,2017-09-12,18.0
Finsko,2017-09-12,6.0
Norsko,2017-09-12,20.0
Švýcarsko,2017-09-12,105.0
Jižní Afrika,2017-09-12,12.0
Maďarsko,2017-09-12,55.0
Slovensko,2017-09-12,2164.0
Irán,2017-09-12,1.0
Austrálie,2017-09-12,38.0
Spojené arabské emiráty,2017-09-12,8.0
Chorvatsko,2017-09-12,32.0
Itálie,2017-09-12,90.0
Bulharsko,2017-09-12,1.0
Velká Británie a Severní Irsko,2017-09-12,265.0
Brazílie,2017-09-12,15.0
Kazachstán,2017-09-12,21.0
Srbsko,2017-09-12,10.0
Turecko (včetně Severokyperské Republiky),2017-09-12,6.0
Bělorusko,2017-09-12,5.0
Řecko,2017-09-12,32.0
Slovinsko,2017-09-12,3.0
Island,2017-09-12,3.0
Ukrajina,2017-09-12,115.0
Dánsko,2017-09-12,32.0
Filipíny,2017-09-12,2.0
Litva,2017-09-12,15.0
Polsko,2017-09-12,144.0
Španělsko,2017-09-12,33.0
Černá Hora,2017-09-12,1.0
Belgie,2017-09-12,6.0
Omán,2017-09-12,4.0
Peru,2017-09-12,4.0
Arménie,2017-09-12,1.0
Česká republika,2017-09-12,40.0
Nizozemsko,2017-09-12,14.0
Izrael,2017-09-12,24.0
Makedonie,2017-09-12,2.0
Singapur,2017-09-12,8.0
Taiwan,2017-09-12,75.0
Čína,2017-09-12,428.0
Saúdská Arábie,2017-09-12,4.0
Malta,2017-09-12,5.0
Vietnam,2017-09-12,26.0
Nový Zéland,2017-09-12,16.0
Ázerbájdžán,2017-09-12,2.0
Francie,2017-09-12,68.0
Rumunsko,2017-09-12,12.0
Korejská republika,2017-09-12,80.0
Švédsko,2017-09-12,36.0
Rakousko,2017-09-12,96.0
Moldavsko,2017-09-12,8.0
Ghana,2017-09-12,4.0
Hong Kong,2017-09-12,4.0
Kuba,2017-09-12,15.0
Estonsko,2017-09-12,4.0
Srí Lanka,2017-09-12,4.0
Niue,2017-09-12,6.0
Jordánsko,2017-09-12,2.0
Tunisko,2017-09-12,3.0
Aruba,2017-09-12,2.0
Německo,2017-09-13,198.0
Thajsko,2017-09-13,44.0
Kanada,2017-09-13,9.0
Portugalsko,2017-09-13,4.0
Spojené státy americké,2017-09-13,101.0
Japonsko,2017-09-13,12.0
Rusko,2017-09-13,400.0
Indie,2017-09-13,1.0
Irsko,2017-09-13,35.0
Mexiko,2017-09-13,10.0
Finsko,2017-09-13,4.0
Norsko,2017-09-13,12.0
Švýcarsko,2017-09-13,76.0
Jižní Afrika,2017-09-13,2.0
Maďarsko,2017-09-13,14.0
Slovensko,2017-09-13,604.0
Irán,2017-09-13,8.0
Austrálie,2017-09-13,60.0
Uzbekistán,2017-09-13,2.0
Chorvatsko,2017-09-13,24.0
Itálie,2017-09-13,108.0
Bulharsko,2017-09-13,3.0
Kypr,2017-09-13,6.0
Velká Británie a Severní Irsko,2017-09-13,117.0
Brazílie,2017-09-13,3.0
Kazachstán,2017-09-13,6.0
Malajsie,2017-09-13,4.0
Turecko (včetně Severokyperské Republiky),2017-09-13,12.0
Bělorusko,2017-09-13,3.0
Řecko,2017-09-13,5.0
Slovinsko,2017-09-13,24.0
Island,2017-09-13,5.0
Ukrajina,2017-09-13,70.0
Dánsko,2017-09-13,7.0
Litva,2017-09-13,20.0
Polsko,2017-09-13,51.0
Španělsko,2017-09-13,85.0
Belgie,2017-09-13,24.0
Pákistán,2017-09-13,1.0
Peru,2017-09-13,5.0
Arménie,2017-09-13,1.0
Česká republika,2017-09-13,18.0
Nizozemsko,2017-09-13,75.0
Izrael,2017-09-13,9.0
Singapur,2017-09-13,4.0
Taiwan,2017-09-13,20.0
Čína,2017-09-13,3184.0
Saúdská Arábie,2017-09-13,2.0
Malta,2017-09-13,4.0
Vietnam,2017-09-13,22.0
Nový Zéland,2017-09-13,4.0
Francie,2017-09-13,19.0
Rumunsko,2017-09-13,6.0
Indonésie,2017-09-13,12.0
Korejská republika,2017-09-13,60.0
Švédsko,2017-09-13,16.0
Rakousko,2017-09-13,54.0
Kyrgyzstán,2017-09-13,6.0
Nigérie,2017-09-13,9.0
Hong Kong,2017-09-13,7.0
Kuba,2017-09-13,4.0
Srí Lanka,2017-09-13,4.0
Egypt,2017-09-13,2.0
Tunisko,2017-09-13,10.0
Vatikán,2017-09-13,3.0
Myanmar,2017-09-13,5.0
Německo,2017-09-14,342.0
Thajsko,2017-09-14,72.0
Kanada,2017-09-14,24.0
Portugalsko,2017-09-14,6.0
Lotyšsko,2017-09-14,2.0
Spojené státy americké,2017-09-14,368.0
Japonsko,2017-09-14,9.0
Rusko,2017-09-14,69.0
Indie,2017-09-14,8.0
Irsko,2017-09-14,3.0
Finsko,2017-09-14,7.0
Norsko,2017-09-14,24.0
Švýcarsko,2017-09-14,38.0
Jižní Afrika,2017-09-14,2.0
Maďarsko,2017-09-14,7.0
Slovensko,2017-09-14,1551.0
Irán,2017-09-14,2.0
Albánie,2017-09-14,2.0
Austrálie,2017-09-14,14.0
Spojené arabské emiráty,2017-09-14,12.0
Uzbekistán,2017-09-14,8.0
Chorvatsko,2017-09-14,4.0
Itálie,2017-09-14,32.0
Bulharsko,2017-09-14,4.0
Kypr,2017-09-14,4.0
Lucembursko,2017-09-14,3.0
Velká Británie a Severní Irsko,2017-09-14,124.0
Kolumbie,2017-09-14,6.0
Kazachstán,2017-09-14,8.0
Srbsko,2017-09-14,4.0
Turecko (včetně Severokyperské Republiky),2017-09-14,15.0
Bělorusko,2017-09-14,5.0
Řecko,2017-09-14,20.0
Slovinsko,2017-09-14,4.0
Island,2017-09-14,6.0
Ukrajina,2017-09-14,19.0
Dánsko,2017-09-14,2.0
Filipíny,2017-09-14,10.0
Litva,2017-09-14,4.0
Polsko,2017-09-14,49.0
Španělsko,2017-09-14,40.0
Černá Hora,2017-09-14,4.0
Belgie,2017-09-14,10.0
Arménie,2017-09-14,5.0
Česká republika,2017-09-14,12.0
Nizozemsko,2017-09-14,28.0
Izrael,2017-09-14,6.0
Singapur,2017-09-14,5.0
Taiwan,2017-09-14,16.0
Čína,2017-09-14,952.0
Vietnam,2017-09-14,25.0
Nový Zéland,2017-09-14,16.0
Ázerbájdžán,2017-09-14,12.0
Francie,2017-09-14,56.0
Rumunsko,2017-09-14,10.0
Indonésie,2017-09-14,6.0
Korejská republika,2017-09-14,57.0
Švédsko,2017-09-14,20.0
Maroko,2017-09-14,2.0
Rakousko,2017-09-14,135.0
Hong Kong,2017-09-14,1.0
Chile,2017-09-14,2.0
Kuba,2017-09-14,6.0
Estonsko,2017-09-14,10.0
Srí Lanka,2017-09-14,6.0
Niue,2017-09-14,2.0
Faerské ostrovy,2017-09-14,5.0
Vatikán,2017-09-14,2.0
Německo,2017-09-15,500.0
Thajsko,2017-09-15,24.0
Kanada,2017-09-15,26.0
Portugalsko,2017-09-15,9.0
Lotyšsko,2017-09-15,3.0
Spojené státy americké,2017-09-15,500.0
Japonsko,2017-09-15,60.0
Rusko,2017-09-15,186.0
Irsko,2017-09-15,6.0
Mexiko,2017-09-15,1.0
Finsko,2017-09-15,5.0
Norsko,2017-09-15,50.0
Bosna a Hercegovina,2017-09-15,12.0
Švýcarsko,2017-09-15,56.0
Jižní Afrika,2017-09-15,9.0
Maďarsko,2017-09-15,36.0
Slovensko,2017-09-15,1209.0
Irán,2017-09-15,8.0
Austrálie,2017-09-15,68.0
Spojené arabské emiráty,2017-09-15,20.0
Uzbekistán,2017-09-15,5.0
Chorvatsko,2017-09-15,8.0
Itálie,2017-09-15,11.0
Bulharsko,2017-09-15,22.0
Kypr,2017-09-15,8.0
Lucembursko,2017-09-15,12.0
Velká Británie a Severní Irsko,2017-09-15,49.0
Brazílie,2017-09-15,3.0
Kazachstán,2017-09-15,5.0
Srbsko,2017-09-15,16.0
Turecko (včetně Severokyperské Republiky),2017-09-15,15.0
Bolívie,2017-09-15,5.0
Bělorusko,2017-09-15,6.0
Etiopie,2017-09-15,1.0
Řecko,2017-09-15,2.0
Slovinsko,2017-09-15,10.0
Island,2017-09-15,6.0
Ukrajina,2017-09-15,21.0
Dánsko,2017-09-15,40.0
Litva,2017-09-15,28.0
Polsko,2017-09-15,32.0
Španělsko,2017-09-15,35.0
Belgie,2017-09-15,12.0
Česká republika,2017-09-15,21.0
Nizozemsko,2017-09-15,24.0
Izrael,2017-09-15,9.0
Singapur,2017-09-15,2.0
Taiwan,2017-09-15,44.0
Čína,2017-09-15,3775.0
Saúdská Arábie,2017-09-15,3.0
Malta,2017-09-15,3.0
Vietnam,2017-09-15,18.0
Nový Zéland,2017-09-15,4.0
Francie,2017-09-15,72.0
Rumunsko,2017-09-15,12.0
Indonésie,2017-09-15,15.0
Korejská republika,2017-09-15,20.0
Namibie,2017-09-15,4.0
Švédsko,2017-09-15,45.0
Rakousko,2017-09-15,69.0
Ghana,2017-09-15,5.0
Bahrajn,2017-09-15,4.0
Hong Kong,2017-09-15,9.0
Gruzie,2017-09-15,3.0
Kuba,2017-09-15,8.0
Estonsko,2017-09-15,10.0
Niue,2017-09-15,4.0
Korejská lid. dem. republika,2017-09-15,4.0
San Marino,2017-09-15,3.0
Kostarika,2017-09-15,3.0
Myanmar,2017-09-15,4.0
Německo,2017-09-16,9.0
Thajsko,2017-09-16,9.0
Kanada,2017-09-16,3.0
Spojené státy americké,2017-09-16,68.0
Japonsko,2017-09-16,6.0
Rusko,2017-09-16,30.0
Irsko,2017-09-16,20.0
Norsko,2017-09-16,6.0
Švýcarsko,2017-09-16,6.0
Slovensko,2017-09-16,56.0
Irán,2017-09-16,2.0
Austrálie,2017-09-16,10.0
Spojené arabské emiráty,2017-09-16,3.0
Uzbekistán,2017-09-16,1.0
Chorvatsko,2017-09-16,6.0
Itálie,2017-09-16,5.0
Velká Británie a Severní Irsko,2017-09-16,3.0
Kazachstán,2017-09-16,6.0
Malajsie,2017-09-16,1.0
Bělorusko,2017-09-16,2.0
Řecko,2017-09-16,2.0
Ukrajina,2017-09-16,3.0
Dánsko,2017-09-16,12.0
Polsko,2017-09-16,6.0
Belgie,2017-09-16,1.0
Česká republika,2017-09-16,4.0
Čína,2017-09-16,20.0
Vietnam,2017-09-16,20.0
Nový Zéland,2017-09-16,1.0
Ázerbájdžán,2017-09-16,1.0
Francie,2017-09-16,1.0
Indonésie,2017-09-16,5.0
Korejská republika,2017-09-16,6.0
Rakousko,2017-09-16,8.0
Moldavsko,2017-09-16,3.0
Nigérie,2017-09-16,10.0
Korejská lid. dem. republika,2017-09-16,1.0
Německo,2017-09-17,4.0
Thajsko,2017-09-17,3.0
Spojené státy americké,2017-09-17,25.0
Rusko,2017-09-17,33.0
Jižní Afrika,2017-09-17,1.0
Slovensko,2017-09-17,45.0
Austrálie,2017-09-17,2.0
Chorvatsko,2017-09-17,5.0
Itálie,2017-09-17,3.0
Bulharsko,2017-09-17,5.0
Velká Británie a Severní Irsko,2017-09-17,4.0
Etiopie,2017-09-17,8.0
Španělsko,2017-09-17,3.0
Taiwan,2017-09-17,8.0
Čína,2017-09-17,44.0
Saúdská Arábie,2017-09-17,2.0
Vietnam,2017-09-17,10.0
Francie,2017-09-17,8.0
Rumunsko,2017-09-17,2.0
Korejská republika,2017-09-17,4.0
Irák,2017-09-17,2.0
Niue,2017-09-17,4.0
Kapverdy,2017-09-17,1.0
Katar,2017-09-17,4.0
Německo,2017-09-18,486.0
Thajsko,2017-09-18,8.0
Kanada,2017-09-18,52.0
Portugalsko,2017-09-18,2.0
Lotyšsko,2017-09-18,1.0
Spojené státy americké,2017-09-18,620.0
Japonsko,2017-09-18,36.0
Rusko,2017-09-18,196.0
Indie,2017-09-18,16.0
Irsko,2017-09-18,20.0
Mexiko,2017-09-18,1.0
Finsko,2017-09-18,5.0
Norsko,2017-09-18,30.0
Bosna a Hercegovina,2017-09-18,1.0
Švýcarsko,2017-09-18,81.0
Jižní Afrika,2017-09-18,3.0
Maďarsko,2017-09-18,5.0
Slovensko,2017-09-18,3310.0
Albánie,2017-09-18,15.0
Austrálie,2017-09-18,130.0
Spojené arabské emiráty,2017-09-18,12.0
Uzbekistán,2017-09-18,3.0
Chorvatsko,2017-09-18,15.0
Itálie,2017-09-18,23.0
Bulharsko,2017-09-18,20.0
Kypr,2017-09-18,2.0
Velká Británie a Severní Irsko,2017-09-18,236.0
Brazílie,2017-09-18,15.0
Kazachstán,2017-09-18,5.0
Srbsko,2017-09-18,5.0
Malajsie,2017-09-18,3.0
Turecko (včetně Severokyperské Republiky),2017-09-18,16.0
Bělorusko,2017-09-18,18.0
Řecko,2017-09-18,5.0
Island,2017-09-18,8.0
Ukrajina,2017-09-18,26.0
Dánsko,2017-09-18,21.0
Litva,2017-09-18,1.0
Polsko,2017-09-18,265.0
Španělsko,2017-09-18,11.0
Černá Hora,2017-09-18,4.0
Belgie,2017-09-18,16.0
Pákistán,2017-09-18,4.0
Peru,2017-09-18,12.0
Česká republika,2017-09-18,27.0
Nizozemsko,2017-09-18,51.0
Izrael,2017-09-18,26.0
Singapur,2017-09-18,1.0
Taiwan,2017-09-18,10.0
Čína,2017-09-18,4056.0
Saúdská Arábie,2017-09-18,5.0
Vietnam,2017-09-18,50.0
Nový Zéland,2017-09-18,9.0
Ázerbájdžán,2017-09-18,6.0
Francie,2017-09-18,58.0
Rumunsko,2017-09-18,9.0
Indonésie,2017-09-18,1.0
Korejská republika,2017-09-18,10.0
Švédsko,2017-09-18,10.0
Mongolsko,2017-09-18,1.0
Argentina,2017-09-18,5.0
Rakousko,2017-09-18,18.0
Keňa,2017-09-18,2.0
Nigérie,2017-09-18,9.0
Ghana,2017-09-18,2.0
Irák,2017-09-18,3.0
Hong Kong,2017-09-18,12.0
Chile,2017-09-18,10.0
Kuba,2017-09-18,2.0
Estonsko,2017-09-18,20.0
Srí Lanka,2017-09-18,4.0
Egypt,2017-09-18,2.0
Jordánsko,2017-09-18,4.0
Tunisko,2017-09-18,10.0
Katar,2017-09-18,1.0
Německo,2017-09-19,117.0
Thajsko,2017-09-19,27.0
Kanada,2017-09-19,48.0
Portugalsko,2017-09-19,4.0
Lotyšsko,2017-09-19,5.0
Spojené státy americké,2017-09-19,252.0
Japonsko,2017-09-19,65.0
Rusko,2017-09-19,172.0
Indie,2017-09-19,1.0
Irsko,2017-09-19,8.0
Mexiko,2017-09-19,4.0
Finsko,2017-09-19,20.0
Norsko,2017-09-19,14.0
Švýcarsko,2017-09-19,69.0
Jižní Afrika,2017-09-19,1.0
Maďarsko,2017-09-19,52.0
Slovensko,2017-09-19,609.0
Austrálie,2017-09-19,14.0
Spojené arabské emiráty,2017-09-19,6.0
Chorvatsko,2017-09-19,8.0
Kuvajt,2017-09-19,1.0
Itálie,2017-09-19,145.0
Bulharsko,2017-09-19,3.0
Kypr,2017-09-19,10.0
Lucembursko,2017-09-19,2.0
Velká Británie a Severní Irsko,2017-09-19,129.0
Kolumbie,2017-09-19,3.0
Brazílie,2017-09-19,30.0
Kazachstán,2017-09-19,15.0
Srbsko,2017-09-19,2.0
Turecko (včetně Severokyperské Republiky),2017-09-19,1.0
Bělorusko,2017-09-19,4.0
Řecko,2017-09-19,10.0
Slovinsko,2017-09-19,3.0
Island,2017-09-19,5.0
Ukrajina,2017-09-19,54.0
Dánsko,2017-09-19,30.0
Litva,2017-09-19,3.0
Polsko,2017-09-19,200.0
Španělsko,2017-09-19,44.0
Belgie,2017-09-19,36.0
Peru,2017-09-19,12.0
Česká republika,2017-09-19,15.0
Nizozemsko,2017-09-19,105.0
Izrael,2017-09-19,8.0
Makedonie,2017-09-19,10.0
Singapur,2017-09-19,5.0
Taiwan,2017-09-19,20.0
Čína,2017-09-19,1925.0
Saúdská Arábie,2017-09-19,2.0
Vietnam,2017-09-19,16.0
Nový Zéland,2017-09-19,15.0
Francie,2017-09-19,76.0
Rumunsko,2017-09-19,10.0
Korejská republika,2017-09-19,40.0
Švédsko,2017-09-19,27.0
Argentina,2017-09-19,5.0
Rakousko,2017-09-19,58.0
Moldavsko,2017-09-19,8.0
Bahrajn,2017-09-19,2.0
Hong Kong,2017-09-19,6.0
Gruzie,2017-09-19,3.0
Kuba,2017-09-19,6.0
Estonsko,2017-09-19,2.0
Egypt,2017-09-19,3.0
Tunisko,2017-09-19,4.0
Katar,2017-09-19,2.0
Senegal,2017-09-19,5.0
Nikaragua,2017-09-19,4.0
Monako,2017-09-19,2.0
Laos,2017-09-19,1.0
Německo,2017-09-20,372.0
Thajsko,2017-09-20,32.0
Kanada,2017-09-20,36.0
Portugalsko,2017-09-20,1.0
Spojené státy americké,2017-09-20,242.0
Turkmenistán,2017-09-20,6.0
Japonsko,2017-09-20,26.0
Rusko,2017-09-20,425.0
Irsko,2017-09-20,40.0
Finsko,2017-09-20,30.0
Norsko,2017-09-20,18.0
Švýcarsko,2017-09-20,140.0
Jižní Afrika,2017-09-20,3.0
Uruguay,2017-09-20,16.0
Maďarsko,2017-09-20,22.0
Slovensko,2017-09-20,2728.0
Austrálie,2017-09-20,155.0
Spojené arabské emiráty,2017-09-20,15.0
Uzbekistán,2017-09-20,12.0
Chorvatsko,2017-09-20,6.0
Itálie,2017-09-20,120.0
Bulharsko,2017-09-20,9.0
Velká Británie a Severní Irsko,2017-09-20,34.0
Brazílie,2017-09-20,2.0
Kazachstán,2017-09-20,30.0
Srbsko,2017-09-20,12.0
Malajsie,2017-09-20,4.0
Turecko (včetně Severokyperské Republiky),2017-09-20,12.0
Bělorusko,2017-09-20,14.0
Etiopie,2017-09-20,5.0
Řecko,2017-09-20,2.0
Slovinsko,2017-09-20,6.0
Island,2017-09-20,4.0
Ukrajina,2017-09-20,112.0
Dánsko,2017-09-20,12.0
Filipíny,2017-09-20,2.0
Litva,2017-09-20,3.0
Polsko,2017-09-20,35.0
Španělsko,2017-09-20,16.0
Belgie,2017-09-20,22.0
Peru,2017-09-20,3.0
Arménie,2017-09-20,4.0
Česká republika,2017-09-20,12.0
Nizozemsko,2017-09-20,52.0
Izrael,2017-09-20,9.0
Ekvádor,2017-09-20,12.0
Singapur,2017-09-20,12.0
Taiwan,2017-09-20,1.0
Čína,2017-09-20,814.0
Malta,2017-09-20,2.0
Vietnam,2017-09-20,13.0
Nový Zéland,2017-09-20,40.0
Ázerbájdžán,2017-09-20,6.0
Francie,2017-09-20,74.0
Rumunsko,2017-09-20,16.0
Indonésie,2017-09-20,9.0
Korejská republika,2017-09-20,10.0
Švédsko,2017-09-20,8.0
Argentina,2017-09-20,4.0
Rakousko,2017-09-20,28.0
Moldavsko,2017-09-20,3.0
Keňa,2017-09-20,4.0
Gruzie,2017-09-20,3.0
Estonsko,2017-09-20,12.0
Egypt,2017-09-20,2.0
Niue,2017-09-20,4.0
Kamerun,2017-09-20,5.0
Tunisko,2017-09-20,10.0
Korejská lid. dem. republika,2017-09-20,4.0
Německo,2017-09-21,214.0
Thajsko,2017-09-21,40.0
Kanada,2017-09-21,99.0
Portugalsko,2017-09-21,2.0
Lotyšsko,2017-09-21,5.0
Spojené státy americké,2017-09-21,376.0
Turkmenistán,2017-09-21,1.0
Japonsko,2017-09-21,135.0
Rusko,2017-09-21,470.0
Indie,2017-09-21,12.0
Irsko,2017-09-21,9.0
Mexiko,2017-09-21,8.0
Finsko,2017-09-21,10.0
Norsko,2017-09-21,16.0
Bosna a Hercegovina,2017-09-21,15.0
Švýcarsko,2017-09-21,88.0
Jižní Afrika,2017-09-21,3.0
Uruguay,2017-09-21,9.0
Maďarsko,2017-09-21,42.0
Slovensko,2017-09-21,1533.0
Austrálie,2017-09-21,18.0
Spojené arabské emiráty,2017-09-21,8.0
Uzbekistán,2017-09-21,1.0
Itálie,2017-09-21,42.0
Bulharsko,2017-09-21,10.0
Kypr,2017-09-21,20.0
Velká Británie a Severní Irsko,2017-09-21,35.0
Brazílie,2017-09-21,20.0
Kazachstán,2017-09-21,33.0
Malajsie,2017-09-21,3.0
Turecko (včetně Severokyperské Republiky),2017-09-21,4.0
Bělorusko,2017-09-21,10.0
Etiopie,2017-09-21,4.0
Řecko,2017-09-21,4.0
Slovinsko,2017-09-21,8.0
Island,2017-09-21,2.0
Ukrajina,2017-09-21,36.0
Dánsko,2017-09-21,24.0
Litva,2017-09-21,5.0
Polsko,2017-09-21,136.0
Španělsko,2017-09-21,14.0
Belgie,2017-09-21,32.0
Peru,2017-09-21,5.0
Česká republika,2017-09-21,5.0
Nizozemsko,2017-09-21,8.0
Izrael,2017-09-21,40.0
Singapur,2017-09-21,5.0
Taiwan,2017-09-21,12.0
Čína,2017-09-21,1725.0
Saúdská Arábie,2017-09-21,4.0
Malta,2017-09-21,4.0
Vietnam,2017-09-21,4.0
Nový Zéland,2017-09-21,20.0
Francie,2017-09-21,52.0
Rumunsko,2017-09-21,30.0
Indonésie,2017-09-21,6.0
Korejská republika,2017-09-21,17.0
Švédsko,2017-09-21,10.0
Argentina,2017-09-21,10.0
Rakousko,2017-09-21,90.0
Kyrgyzstán,2017-09-21,5.0
Moldavsko,2017-09-21,2.0
Keňa,2017-09-21,3.0
Nigérie,2017-09-21,2.0
Hong Kong,2017-09-21,10.0
Gruzie,2017-09-21,1.0
Chile,2017-09-21,2.0
Kuba,2017-09-21,4.0
Srí Lanka,2017-09-21,4.0
Curaçao,2017-09-21,4.0
Tunisko,2017-09-21,4.0
Venezuela,2017-09-21,2.0
Mauricius,2017-09-21,12.0
Mauritánie,2017-09-21,5.0
Středoafrická republika,2017-09-21,4.0
Německo,2017-09-22,615.0
Thajsko,2017-09-22,8.0
Kanada,2017-09-22,18.0
Portugalsko,2017-09-22,8.0
Spojené státy americké,2017-09-22,380.0
Japonsko,2017-09-22,13.0
Rusko,2017-09-22,96.0
Irsko,2017-09-22,7.0
Mexiko,2017-09-22,15.0
Finsko,2017-09-22,35.0
Norsko,2017-09-22,60.0
Švýcarsko,2017-09-22,80.0
Jižní Afrika,2017-09-22,8.0
Uruguay,2017-09-22,15.0
Maďarsko,2017-09-22,26.0
Slovensko,2017-09-22,1932.0
Irán,2017-09-22,3.0
Austrálie,2017-09-22,19.0
Spojené arabské emiráty,2017-09-22,4.0
Chorvatsko,2017-09-22,8.0
Itálie,2017-09-22,23.0
Bulharsko,2017-09-22,10.0
Kypr,2017-09-22,10.0
Lucembursko,2017-09-22,1.0
Velká Británie a Severní Irsko,2017-09-22,230.0
Brazílie,2017-09-22,9.0
Kazachstán,2017-09-22,64.0
Uganda,2017-09-22,4.0
Srbsko,2017-09-22,8.0
Malajsie,2017-09-22,3.0
Turecko (včetně Severokyperské Republiky),2017-09-22,12.0
Bělorusko,2017-09-22,6.0
Řecko,2017-09-22,3.0
Slovinsko,2017-09-22,8.0
Island,2017-09-22,2.0
Ukrajina,2017-09-22,32.0
Dánsko,2017-09-22,12.0
Filipíny,2017-09-22,5.0
Litva,2017-09-22,2.0
Polsko,2017-09-22,183.0
Španělsko,2017-09-22,44.0
Belgie,2017-09-22,12.0
Arménie,2017-09-22,2.0
Česká republika,2017-09-22,45.0
Nizozemsko,2017-09-22,33.0
Izrael,2017-09-22,24.0
Makedonie,2017-09-22,6.0
Singapur,2017-09-22,6.0
Taiwan,2017-09-22,14.0
Čína,2017-09-22,1654.0
Vietnam,2017-09-22,8.0
Nový Zéland,2017-09-22,12.0
Ázerbájdžán,2017-09-22,15.0
Francie,2017-09-22,42.0
Rumunsko,2017-09-22,12.0
Indonésie,2017-09-22,3.0
Korejská republika,2017-09-22,80.0
Švédsko,2017-09-22,12.0
Argentina,2017-09-22,10.0
Rakousko,2017-09-22,124.0
Moldavsko,2017-09-22,2.0
Nigérie,2017-09-22,6.0
Hong Kong,2017-09-22,16.0
Chile,2017-09-22,35.0
Kuba,2017-09-22,2.0
Estonsko,2017-09-22,5.0
Srí Lanka,2017-09-22,5.0
Niue,2017-09-22,6.0
Kostarika,2017-09-22,2.0
Německo,2017-09-23,70.0
Thajsko,2017-09-23,10.0
Kanada,2017-09-23,3.0
Spojené státy americké,2017-09-23,84.0
Japonsko,2017-09-23,16.0
Rusko,2017-09-23,44.0
Indie,2017-09-23,4.0
Irsko,2017-09-23,4.0
Finsko,2017-09-23,12.0
Norsko,2017-09-23,1.0
Švýcarsko,2017-09-23,15.0
Uruguay,2017-09-23,2.0
Slovensko,2017-09-23,175.0
Austrálie,2017-09-23,8.0
Chorvatsko,2017-09-23,6.0
Itálie,2017-09-23,3.0
Velká Británie a Severní Irsko,2017-09-23,8.0
Kazachstán,2017-09-23,2.0
Turecko (včetně Severokyperské Republiky),2017-09-23,10.0
Ukrajina,2017-09-23,9.0
Polsko,2017-09-23,4.0
Španělsko,2017-09-23,6.0
Peru,2017-09-23,3.0
Česká republika,2017-09-23,10.0
Makedonie,2017-09-23,1.0
Singapur,2017-09-23,5.0
Taiwan,2017-09-23,1.0
Čína,2017-09-23,8.0
Vietnam,2017-09-23,9.0
Indonésie,2017-09-23,1.0
Korejská republika,2017-09-23,18.0
Švédsko,2017-09-23,6.0
Rakousko,2017-09-23,15.0
Kyrgyzstán,2017-09-23,4.0
Monako,2017-09-23,1.0
Německo,2017-09-24,5.0
Spojené státy americké,2017-09-24,8.0
Rusko,2017-09-24,22.0
Norsko,2017-09-24,1.0
Švýcarsko,2017-09-24,5.0
Slovensko,2017-09-24,32.0
Austrálie,2017-09-24,5.0
Itálie,2017-09-24,1.0
Velká Británie a Severní Irsko,2017-09-24,5.0
Bělorusko,2017-09-24,4.0
Ukrajina,2017-09-24,8.0
Nizozemsko,2017-09-24,5.0
Izrael,2017-09-24,2.0
Čína,2017-09-24,68.0
Francie,2017-09-24,12.0
Korejská republika,2017-09-24,15.0
Švédsko,2017-09-24,4.0
Alžírsko,2017-09-24,1.0
Gruzie,2017-09-24,5.0
Tunisko,2017-09-24,1.0
Německo,2017-09-25,250.0
Thajsko,2017-09-25,15.0
Kanada,2017-09-25,96.0
Portugalsko,2017-09-25,18.0
Spojené státy americké,2017-09-25,755.0
Turkmenistán,2017-09-25,1.0
Japonsko,2017-09-25,16.0
Rusko,2017-09-25,490.0
Indie,2017-09-25,24.0
Irsko,2017-09-25,12.0
Mexiko,2017-09-25,15.0
Finsko,2017-09-25,16.0
Norsko,2017-09-25,35.0
Švýcarsko,2017-09-25,63.0
Jižní Afrika,2017-09-25,2.0
Maďarsko,2017-09-25,12.0
