,variable,value
Filipíny,2016-11-24,1.38
Litva,2016-11-24,1.020666666666
Polsko,2016-11-24,4.227462686567
Španělsko,2016-11-24,7.240111111111
Černá Hora,2016-11-24,3.89
Belgie,2016-11-24,4.013846153846
Česká republika,2016-11-24,4.085714285714
Nizozemsko,2016-11-24,5.021363636363
Izrael,2016-11-24,1.515142857142
Makedonie,2016-11-24,2.622
Singapur,2016-11-24,1.280333333333
Taiwan,2016-11-24,2.425
Čína,2016-11-24,7.895594555873
Saúdská Arábie,2016-11-24,7.45
Malta,2016-11-24,2.065
Vietnam,2016-11-24,6.586586206896
Nový Zéland,2016-11-24,3.7522
Ázerbájdžán,2016-11-24,8.317777777777
Francie,2016-11-24,2.96525
Rumunsko,2016-11-24,2.949666666666
Korejská republika,2016-11-24,4.806555555555
Švédsko,2016-11-24,2.218
Mongolsko,2016-11-24,6.99
Rakousko,2016-11-24,3.876304347826
Moldavsko,2016-11-24,3.611
Keňa,2016-11-24,2.239
Nigérie,2016-11-24,3.325
Hong Kong,2016-11-24,7.93625
Chile,2016-11-24,3.235666666666
Kuba,2016-11-24,2.587666666666
Estonsko,2016-11-24,9.606
Srí Lanka,2016-11-24,7.565
Andorra,2016-11-24,4.11
Niue,2016-11-24,9.6375
Korejská lid. dem. republika,2016-11-24,5.025
Německo,2016-11-25,3.060820143884
Thajsko,2016-11-25,15.725
Kanada,2016-11-25,4.274318181818
Portugalsko,2016-11-25,0.59
Lotyšsko,2016-11-25,1.296
Spojené státy americké,2016-11-25,4.920387559808
Japonsko,2016-11-25,5.3635
Rusko,2016-11-25,6.739156862745
Indie,2016-11-25,9.749888888888
Irsko,2016-11-25,4.2252
Mexiko,2016-11-25,1.53
Finsko,2016-11-25,3.358444444444
Norsko,2016-11-25,4.763857142857
Švýcarsko,2016-11-25,4.478782608695
Maďarsko,2016-11-25,2.337428571428
Slovensko,2016-11-25,3.468456790123
Irán,2016-11-25,1.8915
Austrálie,2016-11-25,4.709387096774
Spojené arabské emiráty,2016-11-25,6.0
Uzbekistán,2016-11-25,14.41
Chorvatsko,2016-11-25,3.53475
Itálie,2016-11-25,4.349306122448
Bulharsko,2016-11-25,3.838666666666
Kypr,2016-11-25,4.044
Lucembursko,2016-11-25,0.001
Velká Británie a Severní Irsko,2016-11-25,3.084138461538
Brazílie,2016-11-25,3.269
Kazachstán,2016-11-25,5.728888888888
Srbsko,2016-11-25,3.5625
Turecko (včetně Severokyperské Republiky),2016-11-25,5.0978
Bělorusko,2016-11-25,5.896
Řecko,2016-11-25,3.9028
Slovinsko,2016-11-25,1.702
Island,2016-11-25,5.2805
Ukrajina,2016-11-25,4.129416666666
Dánsko,2016-11-25,4.366133333333
Litva,2016-11-25,0.351833333333
Polsko,2016-11-25,2.594948717948
Španělsko,2016-11-25,6.391428571428
Belgie,2016-11-25,2.816222222222
Česká republika,2016-11-25,3.717
Nizozemsko,2016-11-25,6.806130434782
Izrael,2016-11-25,3.780375
Ekvádor,2016-11-25,5.93
Singapur,2016-11-25,1.0
Taiwan,2016-11-25,3.644272727272
Bosna a Hercegovina,2016-11-25,8.2735
Čína,2016-11-25,7.458505791505
Saúdská Arábie,2016-11-25,6.135
Malta,2016-11-25,2.323
Vietnam,2016-11-25,6.105846153846
Man,2016-11-25,9.54
Nový Zéland,2016-11-25,1.754333333333
Francie,2016-11-25,3.0620625
Rumunsko,2016-11-25,0.945666666666
Korejská republika,2016-11-25,7.63023076923
Švédsko,2016-11-25,2.52709090909
Maroko,2016-11-25,3.48
Rakousko,2016-11-25,6.56354347826
Alžírsko,2016-11-25,7.725
Grónsko,2016-11-25,0.184
Moldavsko,2016-11-25,4.065
Ghana,2016-11-25,13.488333333333
Hong Kong,2016-11-25,3.311
Chile,2016-11-25,1.7675
Kuba,2016-11-25,6.155
Estonsko,2016-11-25,3.251333333333
Srí Lanka,2016-11-25,0.09
Jordánsko,2016-11-25,0.291
Tunisko,2016-11-25,13.89
Katar,2016-11-25,0.016
Afghánistán,2016-11-25,19.2
Macao,2016-11-25,5.65
Monako,2016-11-25,7.2175
Dominikánská republika,2016-11-25,7.82
Německo,2016-11-26,3.492428571428
Kanada,2016-11-26,4.83509090909
Spojené státy americké,2016-11-26,3.583104651162
Japonsko,2016-11-26,17.15
Rusko,2016-11-26,5.398619047619
Irsko,2016-11-26,5.1225
Mexiko,2016-11-26,24.25
Norsko,2016-11-26,6.841
Švýcarsko,2016-11-26,2.585
Maďarsko,2016-11-26,1.432
Slovensko,2016-11-26,4.561416666666
Austrálie,2016-11-26,3.338333333333
Itálie,2016-11-26,3.53125
Bulharsko,2016-11-26,1.346
Velká Británie a Severní Irsko,2016-11-26,4.582615384615
Kazachstán,2016-11-26,13.605
Lichtenštejnsko,2016-11-26,0.821
Island,2016-11-26,18.8275
Ukrajina,2016-11-26,1.612
Litva,2016-11-26,2.21
Polsko,2016-11-26,10.325
Španělsko,2016-11-26,7.874166666666
Černá Hora,2016-11-26,2.495
Nizozemsko,2016-11-26,2.40625
Singapur,2016-11-26,3.145
Čína,2016-11-26,7.055833333333
Vietnam,2016-11-26,9.416666666666
Nový Zéland,2016-11-26,0.305
Ázerbájdžán,2016-11-26,3.195
Francie,2016-11-26,4.1625
Rumunsko,2016-11-26,19.18
Indonésie,2016-11-26,13.24
Korejská republika,2016-11-26,6.728
Švédsko,2016-11-26,5.825
Mongolsko,2016-11-26,12.585
Rakousko,2016-11-26,4.055
Hong Kong,2016-11-26,0.019
Egypt,2016-11-26,4.41
Tanzanie,2016-11-26,5.1
Kanada,2016-11-27,3.71875
Lotyšsko,2016-11-27,0.575
Spojené státy americké,2016-11-27,4.211478260869
Japonsko,2016-11-27,12.61
Rusko,2016-11-27,8.882166666666
Indie,2016-11-27,2.284
Irsko,2016-11-27,4.32
Mexiko,2016-11-27,3.155
Norsko,2016-11-27,1.535
Švýcarsko,2016-11-27,1.500666666666
Slovensko,2016-11-27,4.032307692307
Chorvatsko,2016-11-27,5.376666666666
Velká Británie a Severní Irsko,2016-11-27,2.225166666666
Kolumbie,2016-11-27,9.93
Kazachstán,2016-11-27,19.63
Srbsko,2016-11-27,2.075
Turecko (včetně Severokyperské Republiky),2016-11-27,4.175
Řecko,2016-11-27,7.64
Filipíny,2016-11-27,14.28
Litva,2016-11-27,2.395
Polsko,2016-11-27,4.19
Nizozemsko,2016-11-27,1.177
Izrael,2016-11-27,3.43
Čína,2016-11-27,7.786428571428
Vietnam,2016-11-27,13.35
Nový Zéland,2016-11-27,3.3472
Ázerbájdžán,2016-11-27,3.965
Francie,2016-11-27,9.59
Indonésie,2016-11-27,15.4
Korejská republika,2016-11-27,5.881
Švédsko,2016-11-27,1.029
Rakousko,2016-11-27,2.31
Irák,2016-11-27,11.18
Burkina Faso,2016-11-27,9.06
Německo,2016-11-28,3.142341772151
Thajsko,2016-11-28,4.823
Kanada,2016-11-28,4.797132352941
Portugalsko,2016-11-28,1.6918
Lotyšsko,2016-11-28,3.694
Spojené státy americké,2016-11-28,4.0214305949
Japonsko,2016-11-28,2.817764705882
Rusko,2016-11-28,5.300275862068
Indie,2016-11-28,7.969625
Irsko,2016-11-28,5.098
Mexiko,2016-11-28,15.383416666666
Finsko,2016-11-28,5.5382
Norsko,2016-11-28,7.804615384615
Švýcarsko,2016-11-28,3.130142857142
Jižní Afrika,2016-11-28,4.35
Maďarsko,2016-11-28,3.646428571428
Slovensko,2016-11-28,4.115862026862
Irán,2016-11-28,1.89
Austrálie,2016-11-28,3.079151515151
